word,reading,meanings,level,example_ja,example_en
互い,たがい,mutual; reciprocal,N3,お互い仇同士だ。,They are bitter enemies.
後,うしろ,afterwards; since then; in the future,N3,後味が悪い。,It leaves a bad aftertaste.
後者,こうしゃ,the latter,N3,後者より前者の方がいい。,The former is better than the latter.
御,お,honourable,N3,御免なさい。,I'm sorry.
語,ご,language; word,N3,英語で話せ！,Speak English.
語る,かたる,to talk; to tell; to recite,N3,夢は真実を語る。,Dreams speak the truth.
語学,ごがく,language study,N3,語学が得意です。,I'm good at languages.
誤り,あやまり,error,N3,誤りを直せ。,Correct errors.
誤解,ごかい,misunderstanding,N3,誤解しないでよ。,Don't get me wrong.
交換,こうかん,exchange; interchange; reciprocity,N3,誰と誰を交換する？,Who is being exchanged with whom?
交際,こうさい,company; friendship; association; society; acquaintance,N3,交際を続けましょう。,Let's keep in touch.
候補,こうほ,candidacy,N3,彼は立候補した。,He stood for an election.
光景,こうけい,scene; spectacle,N3,感動的な光景だった。,It was a moving sight.
公平,こうへい,fairness; impartial; justice,N3,私は公平だ。,I'm fair.
効く,きく,to be effective,N3,これは効くわ。,This works.
効果,こうか,effect; effectiveness; efficacy; result,N3,効果は同じです。,The effect is the same.
向かい,むかい,facing; opposite; across the street; other side,N3,中心街に向かいます。,I'm going to the center of the city.
向く,むく,to face,N3,足の向くままに歩いた。,We let our legs do the leading.
向ける,むける,to turn towards; to point,N3,銃を私に向けるな。,Don't point your gun at me.
喉,のど,throat,N3,喉が渇いた。,I'm thirsty.
好み,このみ,liking; taste; choice,N3,好みの問題だ。,It's a question of personal taste.
好む,このむ,to like; to prefer,N3,英雄色を好む。,"Who loves not women, wine and song remains a fool his whole life long."
工場,こうば,factory; plant; mill; workshop,N3,彼らは工場で働いた。,They labored in the factories.
幸い,さいわい,happiness; blessedness,N3,幸い天気は良かった。,"Fortunately, the weather was good."
幸せ,しあわせ,happiness; good fortune; luck; blessing,N3,彼は幸せだ。,He is happy.
幸運,こううん,good luck; fortune,N3,幸運を祈るよ。,Good luck!
幸福,こうふく,happiness; blessedness,N3,無知は幸福。,Ignorance is bliss.
広がる,ひろがる,to spread (out); to extend; to stretch; to reach to; to get around,N3,夢は広がるばかりです！,My dreams just get larger!
広告,こうこく,advertisement,N3,広告は入れないで？,Could you not include ads?
攻撃,こうげき,attack; strike; offensive; criticism; censure,N3,攻撃された。,We were attacked.
更に,さらに,furthermore; again; after all; more and more; moreover,N3,更に質問がありますか。,Do you have any further questions?
構う,かまう,to mind; to care about; to be concerned about,N3,もう構うのはやめてくれよ。,Call off your dogs.
構成,こうせい,organization; composition,N3,この小説は三部構成だ。,This novel consists of three parts.
硬い,かたい,solid; hard (esp. metal; stone); unpolished writing,N3,体が硬いね。,Your body is stiff.
硬貨,こうか,coin,N3,私は硬貨で払った。,I paid in coin.
考え,かんがえ,thinking; thought; ideas; intention,N3,考えとくよ。,I'll think about it.
考慮,こうりょ,consideration; taking into account,N3,彼の提案は考慮に値する。,His proposal is worthy to be considered.
航空,こうくう,aviation; flying,N3,航空便でお願いします。,"Airmail, please."
行き,いき,going,N3,行きなさい。,Go.
行儀,ぎょうぎ,manners,N3,行儀よくしなさい。,Behave yourself.
行動,こうどう,action; conduct; behaviour; mobilization,N3,彼は行動家だ。,He is a man of action.
講演,こうえん,lecture; address,N3,面白い講演だった？,Was it an interesting speech?
貢献,こうけん,contribution; services,N3,もっと貢献したい。,I want to contribute more.
降ろす,おろす,to take down; to launch; to drop,N3,駅のところで降ろすよ。,I'll drop you off at the station.
香り,かおり,aroma; fragrance; scent; smell,N3,すごくいい香り。,It smells really good.
高価,こうか,high price,N3,金は高価です。,Gold is expensive.
高速,こうそく,high speed; high gear,N3,高速道路が渋滞している。,The motorway is snarled up.
合わせる,あわせる,to join together; to be opposite; to face; to unite,N3,私には合わせる顔がない。,I have no face to turn to.
合格,ごうかく,success; passing (e.g. exam); eligibility,N3,試験に合格できた。,I was able to pass the exam.
合計,ごうけい,sum total; total amount,N3,合計は100だ。,The total is one hundred.
合図,あいず,sign; signal,N3,合図の笛がなった。,The whistle blew.
濠,ほり,moat,N3,,
豪華,ごうか,wonderful; gorgeous; splendor; pomp; extravagance,N3,豪華ですね。,It's gorgeous.
克服,こくふく,subjugation; conquest,N3,円高克服は大問題です。,How to overcome the high value of the yen is a big problem.
国家,こっか,state; country; nation,N3,朕は国家なり。,I am the state.
国会,こっかい,National Diet; parliament; congress,N3,国会は開会中だ。,The Diet is now in session.
国境,こっきょう,national or state border,N3,音楽に国境なし。,Music is universal.
国語,こくご,national language,N3,五ヶ国語話します。,I speak five languages.
国民,こくみん,national; people; citizen,N3,日本人は勤勉な国民だ。,The Japanese are an industrious people.
穀物,こくもつ,grain; cereal; corn,N3,彼は穀物を商っている。,He deals in grain.
黒板,こくばん,blackboard,N3,黒板を見なさい。,Look at the blackboard.
腰,こし,hip,N3,腰痛めたの？,Did you hurt your back?
骨,ほね,bone,N3,骨が折れてます。,The bone is broken.
骨折,こっせつ,bone fracture,N3,骨折はしてない。,No bone was broken.
頃,ころ,time; about; toward; approximately (time),N3,７時頃にね。,See you about 7.
今に,いまに,before long; even now,N3,今にわかる。,You'll see.
今にも,いまにも,at any time; soon,N3,今にも一雨きそうだ。,It is threatening to rain.
今回,こんかい,now; this time; lately,N3,今回はしないよ。,I won't do it this time.
今後,こんご,from now on; hereafter,N3,今後話をしよう。,Let's talk later.
今日,こんにち,today; this day,N3,今日は暑い。,It's hot today.
困難,こんなん,difficulty; distress,N3,とても困難だった。,It was very difficult.
婚約,こんやく,engagement; betrothal,N3,私の姉は婚約した。,My sister got engaged.
根,ね,root,N3,彼は根が優しい。,He is a kind man at heart.
混雑,こんざつ,confusion; congestion,N3,食堂は混雑していた。,The cafeteria was crowded.
混乱,こんらん,disorder; chaos; confusion; mayhem,N3,頭が混乱している。,I'm confused.
左右,さゆう,(1) left and right; (2) influence; control; domination,N3,彼は左右を見た。,He looked left and right.
差,さ,difference; variation,N3,大差ないよ。,It makes little difference.
差別,さべつ,discrimination; distinction; differentiation,N3,彼は人種差別と戦った。,He fought against racial discrimination.
砂漠,さばく,desert,N3,夕闇が砂漠をつつんだ。,Dusk fell over the desert.
鎖,くさり,chain,N3,道は閉鎖中だ。,The road is closed.
座席,ざせき,seat,N3,座席へ戻ろう。,Let's go back to our places.
再び,ふたたび,again; once more; a second time,N3,彼女に再び会った。,I saw her again.
最も,もっとも,most; extremely,N3,清潔は敬神に最も近い。,Cleanliness is next to godliness.
最高,さいこう,highest; supreme; the most,N3,気分は最高。,We are having a whale of a time.
最終,さいしゅう,last; final; closing,N3,この決定は最終的だ。,This decision is final.
最中,さいちゅう,in the middle of,N3,彼は遊びの最中です。,He is at play.
最低,さいてい,least; lowest; worst,N3,あの映画、最低！,That movie stinks!
才能,さいのう,talent; ability,N3,彼は絵の才能がある。,He has an aptitude for painting.
済ませる,すませる,to be finished,N3,英語の辞書なしで済ませることができますか。,Can you do without an English dictionary?
祭,まつり,festival; feast,N3,祭が終わった。,The festival came to an end.
裁判,さいばん,trial; judgement,N3,裁判所にいたの？,Were you at the courthouse?
際,さい,on the occasion of; circumstances,N3,際どかった。,That was a close shave.
材料,ざいりょう,ingredients; material,N3,材料は何ですか？,What are they made of?
罪,つみ,crime; fault; indiscretion,N3,罪悪感を覚えた。,I felt guilty.
財産,ざいさん,property; fortune; assets,N3,財産を相続する。,I succeed to a fortune.
作家,さっか,author; writer; novelist; artist,N3,彼は作家です。,He writes books.
作業,さぎょう,work; operation; manufacturing; fatigue duty,N3,彼らが作業を終えた。,They were through with work.
作曲,さっきょく,composition; setting (of music),N3,作曲をしています。,I write songs.
作品,さくひん,work; opus; performance; production,N3,見事な作品ですね。,It's an excellent composition.
作物,さくもつ,produce (e.g. agricultural); crops,N3,作物は枯れた。,The crops have withered.
作法,さほう,manners; etiquette; propriety,N3,彼は無作法な男だ。,He has rough manners.
昨,さく,last (year); yesterday,N3,昨夜はごめん。,I'm sorry about last night.
桜,さくら,cherry blossom; cherry tree,N3,桜が見ごろだ。,The cherry blossoms are at their best.
札,さつ,(1) token; label; (2) ticket; (3) charm,N3,値札を見た。,I looked at the price tag.
殺す,ころす,to kill,N3,寸鉄人を殺す。,The tongue stings.
皿,さら,plate; dish,N3,お皿洗って。,Wash the dishes.
参加,さんか,participation,N3,参加したい。,I want to participate.
参考,さんこう,reference; consultation,N3,ご参考までに。,For your information.
散歩,さんぽ,walk; stroll,N3,散歩をした。,I took a walk.
賛成,Uӣ[い,approval; agreement; support; favour,N3,大賛成です。,I'm all for it.
酸素,さんそ,oxygen,N3,月には酸素がない。,There's no oxygen on the moon.
残す,のこす,to leave (behind; over); to bequeath; to save; to reserve,N3,仕事はやり残すなよ。,Don't leave your work unfinished.
残り,のこり,remnant; residue; remaining; left-over,N3,残りはとっておけ。,Keep the rest for yourself.
伺う,うかがう,(hon) to visit; to ask; to inquire,N3,あすスミスさんのお宅に伺うことになっている。,I am to call on Mr Smith tomorrow.
使用,しよう,use; application; employment; utilization,N3,試着室は今使用中だ。,The fitting room is being used now.
刺激,しげき,stimulus; impetus; incentive,N3,光が刺激となって花が咲く。,Light is the stimulus that causes a flower to open.
四,し,four,N3,二の二倍は四。,Twice two is equal to four.
始まり,はじまり,origin; beginning,N3,映画が始まります。,The movie starts.
姉妹,しまい,sisters,N3,姉妹はいますか？,Do you have any sisters?
姿,すがた,figure; shape; appearance,N3,姿をあらわせ！,Show yourself.
市場,いちば,(the) market (as a concept),N3,市場に行く。,I will go to the market.
思い出,おもいで,memories; recollections; reminiscence,N3,思い出した。,I remembered it.
思わず,おもわず,unintentional; spontaneous,N3,彼は思わず笑った。,He laughed in spite of himself.
思想,しそう,thought; idea,N3,思想は自由だ。,Thought is free.
指す,さす,to point; to put up umbrella; to play,N3,磁石の針は北を指す。,Compass needles point to the north.
指導,しどう,leadership; guidance; coaching,N3,彼は指導力のある人だ。,He has a capacity for leadership.
支える,ささえる,to be blocked; to choke; to be obstructed,N3,どうにかしてトムを支える。,I'll support Tom any way I can.
支給,しきゅう,payment; allowance,N3,私たちは制服を支給された。,We were supplied with uniforms.
支出,ししゅつ,expenditure; expenses,N3,彼は支出を計算した。,He calculated the expenses.
支店,してん,branch store (office),N3,支店は全国にまたがっている。,Our branches extend all over the country.
支度,したく,preparation,N3,冬支度は万端です！,Winter preparations are all complete.
支配,しはい,rule; control; direction,N3,支配人は戸口に立った。,The manager stood at the door.
支払,しはらい,payment,N3,小切手で支払う。,I will pay for it by check.
支払う,しはらう,to pay,N3,小切手で支払う。,I will pay for it by check.
止す,よす,to cease; to abolish; to resign; to give up,N3,処刑を廃止するべきだ。,We should abolish the death penalty.
死亡,しぼう,death; mortality,N3,交通事故で２人が死亡。,Two people were killed in a traffic accident.
氏,し,family name; lineage; birth,N3,彼氏いるの？,Do you have a boyfriend?
至る,いたる,to come; to arrive,N3,この道は公園に至る。,This road goes to the park.
詩,し,poem; verse of poetry,N3,彼は詩人だ。,He is a poet.
詩人,しじん,poet,N3,彼は詩人だ。,He is a poet.
試し,ためし,trial; test,N3,試してみる。,I try.
試す,ためす,to attempt; to test,N3,彼は、試す。,He tries.
資源,しげん,resources,N3,日本は天然資源に乏しい。,Japan is poor in natural resources.
資本,しほん,funds; capital,N3,健康が彼の資本だ。,Good health is his capital.
飼う,かう,to keep; to raise; to feed,N3,がちょうを飼う。,I raise a goose.
事,こと,thing; matter; fact; circumstances,N3,厄介な事だ。,It's a difficult matter.
事件,じけん,event; affair; incident,N3,事件は幕を閉じた。,The case came to a close.
事実,じじつ,fact; truth; reality,N3,だって事実だろ。,But it's true.
事情,じじょう,circumstances; consideration; conditions; situation; reasons,N3,事情はこの通りです。,This is the case.
事態,じたい,situation; present state of affairs,N3,緊急事態だ。,It's an emergency!
事務,じむ,business; office work,N3,事務所にいます。,I'm in my office.
似合う,にあう,to suit; to match; to become; to be like,N3,黒が似合うね。,You look good in black.
持ち上げる,もちあげる,to raise; to lift up; to flatter,N3,包みを持ち上げるのを手伝って。,Help me lift the package.
時,とき,(1) time; hour; (2) occasion; moment,N3,何時ですか。,What time do you have?
時期,じき,time; season; period,N3,スキーの時期は過ぎた。,The time for skiing has gone by.
時刻,じこく,instant; time; moment,N3,現在の時刻は？,What time is it now?
次々,つぎつぎ,in succession; one by one,N3,次々に亡くなった。,They died one after the other.
次第,しだい,(1) order; precedence; (2) circumstances; (3) immediate(ly),N3,君次第だよ。,It's up to you.
示す,しめす,to denote; to show; to point out; to indicate,N3,雪は冬の到来を示す。,Snow indicates the coming of winter.
自殺,じさつ,suicide,N3,彼は自殺をした。,He committed suicide.
自身,じしん,by oneself; personally,N3,汝自身を知れ。,Know thyself.
自然,しぜん,nature; spontaneous,N3,自然は真空を嫌う。,Nature abhors a vacuum.
自動,じどう,automatic; self-motion,N3,自動ドアです。,The doors open automatically.
自慢,じまん,pride; boast,N3,卑下も自慢のうち。,Too much humility is pride.
辞める,やめる,to retire,N3,辞めるべきだよ。,You should quit.
式,しき,equation; formula; ceremony,N3,結婚式はいつ？,When's the wedding?
七,しち,seven,N3,七転び八起き。,Fall seven times. Stand up eight.
叱る,しかる,to scold,N3,お母さんが馬を叱るの？,Is Mother scolding the horse?
失う,うしなう,to lose; to part with,N3,冷静さを失うな。,Don't lose your cool.
失業,しつぎょう,unemployment,N3,彼は失業した。,He lost his job.
失望,しつぼう,disappointment; despair,N3,失望するな。,Don't give up hope.
質,しつ,quality; nature (of person),N3,よい質問だ。,Good question!
実,み,fruit; nut; seed; content; good result,N3,絶対確実だ。,There is no doubt.
実に,じつに,indeed; truly; surely,N3,実に目障りだな。,It's really an eyesore.
実は,じつは,as a matter of fact; by the way,N3,実は、退屈なんだ。,"To tell you the truth, I'm bored."
実験,じっけん,experiment,N3,彼は実験を続けた。,He carried on with his experiment.
実現,じつげん,implementation; materialization; realization,N3,夢が実現した。,His dream came true.
実行,じっこう,practice; performance; execution (e.g. program); realization,N3,彼は計画を実行した。,He carried out the plan.
実際,じっさい,practical; actual condition; status quo,N3,実際幸せなのです。,"In fact, I am happy."
実施,じっし,enforcement; enact; put into practice; carry out; operation,N3,その計画は実施された。,The plan was put into operation.
芝居,しばい,play; drama,N3,彼の芝居は当たった。,His play was a hit.
芝生,しばふ,lawn,N3,芝生に入るな。,Keep off the grass!
者,もの,person,N3,彼は賢者だ。,He is a man of wisdom.
邪魔,じゃま,hindrance; intrusion,N3,邪魔なのです。,It is in the way.
借金,しゃっきん,debt; loan; liabilities,N3,私には借金がない。,I am free of debt.
主に,おもに,mainly; primarily,N3,彼らは雇い主に忠実だ。,They are loyal to their master.
主義,しゅぎ,doctrine; rule; principle,N3,民主主義って何？,What's democracy?
主張,しゅちょう,claim; request; insistence; assertion,N3,彼は主張した。,He insisted.
主婦,しゅふ,housewife; mistress,N3,私は主婦です。,I am a housewife.
主要,しゅよう,chief; main; principal; major,N3,彼は主要点を点検した。,He did a check on the quality.
取り上げる,とりあげる,to take up; to pick up; to disqualify; to confiscate; to deprive,N3,電話が鳴る。スーザンは受話器を取り上げる。,The telephone rings. Susan picks it up.
取れる,とれる,to come off; to be taken off; to be removed,N3,トムと連絡が取れる？,Can you contact Tom?
守る,まもる,to protect; to obey; to guard; to abide (by the rules),N3,約束は守るよ。,I keep my word.
手間,てま,time; labour,N3,手間がかかる作業です。,It's a time-consuming task.
手術,しゅじゅつ,surgical operation,N3,手術は待てない。,The operation cannot wait.
手段,しゅだん,means; way; measure,N3,英語は伝達の手段だ。,English is a means of communication.
手伝い,てつだい,help; helper; assistant,N3,手伝いますね。,We'll help you.
手品,てじな,sleight of hand; conjuring trick; magic; juggling,N3,手品できるよ。,I can do magic tricks.
種,たね,(1) seed; (2) material; (3) cause; source,N3,苦は楽の種。,"No pain, no gains."
種類,しゅるい,variety; kind; type,N3,これは珍しい種類の魚です。,This is a strange kind of fish.
酒,さけ,alcohol; sake,N3,彼は禁酒した。,He abstained from alcohol.
首相,しゅしょう,Prime Minister,N3,首相は明日放送に出る。,The Prime Minister will go on the air tomorrow.
首都,しゅと,capital city,N3,首都に住んでいます。,I live in the capital.
受け取る,うけとる,to receive; to get; to accept; to take,N3,まじめに受け取るな。,Don't take it seriously.
需要,じゅよう,demand; request,N3,輸入車の需要は強い。,Imported cars are in strong demand.
収める,おさめる,to obtain; to reap; to pay; to supply; to accept,N3,彼が選挙で勝利を収めるのは明らかだ。,It is apparent that he will win the election.
収穫,しゅうかく,harvest; crop; ingathering,N3,小麦はもう収穫できる。,The wheat is ready for harvest.
収入,しゅうにゅう,income; receipts; revenue,N3,税金は収入に基づく。,Taxation is based on income.
周囲,しゅうい,surroundings; circumference; environs,N3,周囲に敵影ありません。,No sign of the enemy in our surroundings.
宗教,しゅうきょう,religion,N3,宗教は信じない。,I don't believe in religion.
就く,つく,to settle in (place); to take (seat; position); to study (under teacher),N3,この国で仕事に就くのは難しいよ。,It's hard to get a job in this country.
就職,しゅうしょく,finding employment; inauguration,N3,就職が内定した。,The company has unofficially decided to employ me.
州,しゅう,sandbank,N3,広州に住んでいる。,I live in Canton.
修正,しゅうせい,amendment; correction; revision; modification,N3,修正しました。,I've corrected it.
修理,しゅうり,repairing; mending,N3,修理が必要だ。,I think it needs a tune-up.
終,おわり,the end,N3,終わったの？,Are you finished?
終える,おえる,to finish,N3,彼は仕事を終えると帰宅した。,"When he finished the work, he went home."
臭い,くさい,odour; scent; smell; stench,N3,面倒臭いよ。,I can't be bothered.
週,しゅう,week,N3,良い週末を。,Have a nice weekend!
週間,しゅうかん,week; weekly,N3,三週間経った。,Three weeks went by.
集まり,あつまり,gathering; meeting; assembly; collection,N3,明日集まりましょう。,Let's get together tomorrow.
集団,しゅうだん,group; mass,N3,君はいまやエリート集団の一員だ。,You are now among the elite.
集中,しゅうちゅう,concentration; focusing the mind,N3,仕事に集中しろ。,Keep focused on your work.
住宅,じゅうたく,resident; housing,N3,住宅不足は深刻だ。,The housing shortage is very acute.
住民,じゅうみん,citizens; inhabitants; residents; population,N3,住民は当事者に背いた。,The inhabitants rebelled against the ruler.
十,じゅう,10; ten,N3,五十歩百歩。,Scant difference.
従う,したがう,to abide (by the rules); to obey; to follow; to accompany,N3,子供は子宮に従う。,The child followeth the womb.
従兄弟,いとこ,cousin (male),N3,従兄弟が３人います。,I have three cousins.
渋滞,じゅうたい,congestion (e.g. traffic); delay; stagnation,N3,渋滞はないです。,There's no traffic jam.
縦,たて,length; height,N3,縦列駐車が苦手なのよ。,I'm not good at parallel parking.
重視,じゅうし,importance; stress; serious consideration,N3,彼を重視しているのですか。,Do you hold him in great account?
重大,じゅうだい,serious; important; grave; weighty,N3,結婚は重大な問題だ。,Marriage is a serious matter.
重要,じゅうよう,important; momentous; essential; principal; major,N3,彼は重要人物だ。,He is a person of importance.
銃,じゅう,gun,N3,銃をしまえ。,Holster your weapon.
宿,やど,inn; lodging,N3,宿題やった？,Did you do your homework?
宿泊,しゅくはく,lodging,N3,宿泊したいのですが。,I'd like to stay at your hotel.
祝い,いわい,celebration; festival,N3,御成功をお祝いします。,I congratulate you on your success.
祝う,いわう,to congratulate; to celebrate,N3,七夕は七月に祝う。,We celebrate Tanabata in July.
出会い,であい,meeting; rendezvous; encounter,N3,彼女との出会いが始まった。,I began a meeting with her.
出会う,であう,to meet by chance; to come across; to happen to encounter,N3,彼女と偶然出会う。,I bump into her.
出身,しゅっしん,graduate from; come from,N3,札幌の出身です。,I'm from Sapporo.
出席,しゅっせき,attendance; presence,N3,出席します。,I will join it!
出発,しゅっぱつ,departure,N3,早く出発しよう。,"Let's start early, shall we?"
出版,しゅっぱん,publication,N3,あの出版社は黒字だ。,That publishing company is in the black.
出来るだけ,できるだけ,if at all possible,N3,出来るだけ利用する。,You should try to make the most of your opportunities.
出来事,できごと,incident; affair; happening; event,N3,10年前の出来事です。,It happened ten years ago.
述べる,のべる,to state; to express; to mention,N3,彼は二言三言述べると行ってしまった。,He said two or three words and left.
瞬間,しゅんかん,moment; second; instant,N3,この瞬間を楽しみたい。,I want to enjoy this moment.
準備,じゅんび,preparation; arrangements; provision; reserve,N3,準備できてる？,Are you ready?
順,じゅん,order; turn,N3,万事順調だ。,Everything is all right.
順調,じゅんちょう,favourable; doing well; O.K.; all right,N3,万事順調だ。,Everything is all right.
順番,じゅんばん,turn (in line); order of things,N3,やっと順番がきた。,"At last, my turn came."
処理,しょり,processing; dealing with; treatment; disposition; disposal,N3,すぐに処理します。,We will take care of this for you.
所為,せい,cause; reason; fault,N3,それは実際君の所為である。,It is in fact your fault.
署名,しょめい,signature,N3,私は書類に署名した。,I attached my signature to the document.
書斎,しょさい,study,N3,彼は書斎にいる。,He is in his library.
書物,しょもつ,books,N3,書物は人生の楽しみを増やす。,Books add to the pleasures of life.
書類,しょるい,documents; official papers,N3,私は書類に署名した。,I attached my signature to the document.
助ける,たすける,to help; to save; to rescue,N3,芸は身を助ける。,Art brings bread.
助手,じょしゅ,helper; helpmeet; assistant; tutor,N3,トムは私の助手です。,Tom is my assistant.
女王,じょおう,queen,N3,女王陛下万歳！,God save the Queen.
女子,じょし,woman; girl,N3,娘を女子校に入れた。,I entered my daughter in a girl's school.
女優,じょゆう,actress,N3,彼女は女優になった。,She became an actress.
徐々に,じょじょに,slowly; little by little; gradually; steadily; quietly,N3,川は徐々に増水した。,The river rose by degrees.
除く,のぞく,to remove; to exclude; to except,N3,急所を除くすべての攻撃を認める。,I'm allowing all attacks except on vital organs.
傷,きず,wound; injury; hurt; cut,N3,霜で花が傷んだ。,Frost touched the flowers.
勝ち,かち,win; victory,N3,俺の勝ちー！,I won!
商人,しょうにん,trader; shopkeeper; merchant,N3,彼は有名な商人だ。,He is a famous merchant.
商売,しょうばい,trade; business; commerce; transaction; occupation,N3,商売は商売。,Business is business.
商品,しょうひん,commodity; article of commerce; goods; stock; merchandise,N3,商品に触れるな。,Don't touch the goods.
奨学金,しょうがくきん,scholarship,N3,奨学金が交付された。,I got a grant for my tuition.
小屋,こや,hut; cabin; shed; (animal) pen,N3,豚は小屋にいない。,The pigs aren't in the pen.
小麦,こむぎ,wheat,N3,毎年小麦は豊作だ。,The wheat crop bears a good harvest every year.
小包,こづつみ,parcel; package,N3,彼に小包を送った。,I mailed a parcel to him.
少々,しょうしょう,just a minute; small quantity,N3,少々自慢なのです。,I'm rather proud of it.
少しも,すこしも,anything of; not one bit,N3,水が少しもない。,There is no water.
少女,しょうじょ,daughter; young lady; virgin; maiden; little girl,N3,少女は眠りについた。,The girl went to sleep.
少年,しょうねん,boys; juveniles,N3,私は少年です。,I am a boy.
床,ゆか,floor,N3,床に伏せろ！,Get down!
承知,しょうち,consent; acceptance; assent; admitting,N3,承知しました。,All right.
承認,しょうにん,recognition; acknowledgement; approval; consent; agreement,N3,トムは承認した。,Tom approved.
招く,まねく,to invite,N3,怠惰は失敗を招く。,Idleness leads to failure.
招待,しょうたい,invitation,N3,招待された？,Were you invited?
昇る,のぼる,to arise; to ascend; to go up,N3,毎日、日は昇る。,The sun rises every day.
松,まつ,(1) pine tree; (2) highest (of a three-tier ranking system),N3,それは松の木です。,That's a pine tree.
消費,しょうひ,consumption; expenditure,N3,価格は消費税込みです。,The price includes the consumption tax.
消防,しょうぼう,fire fighting; fire department,N3,トムは消防士だ。,Tom is a firefighter.
症状,しょうじょう,symptoms; condition,N3,症状は軽いですよ。,Your condition isn't serious.
省く,はぶく,to omit; to eliminate; to curtail; to economize,N3,この２行は省くべきだ。,You should leave out these two lines.
章,しょう,(1) chapter; section; (2) medal,N3,彼は文章がうまい。,He is a good writer.
笑い,わらい,laugh; laughter; smile,N3,笑いは移る。,Laughter is infectious.
笑顔,えがお,smiling face,N3,笑顔！笑顔！,Try to smile.
衝突,しょうとつ,collision; conflict,N3,正面衝突だった。,The two cars crashed head-on.
証明,しょうめい,proof; verification,N3,それ、証明できるの？,Can you prove it?
詳しい,くわしい,knowing very well; detailed; full; accurate,N3,手話に詳しい？,Are you familiar with sign language?
象,ぞう,elephant,N3,象は鼻が長い。,An elephant has a long nose.
賞,しょう,prize; award,N3,賞は彼の手に。,The prize went to him.
障害,しょうがい,obstacle; impediment (fault); damage,N3,排尿障害があります。,I have a urinary problem.
上,うわ,upper; outer; surface,N3,以上ですか？,Is that all?
上京,じょうきょう,proceeding to the capital (Tokyo),N3,彼は商用で上京した。,He came up to Tokyo on business.
上達,じょうたつ,improvement; advance; progress,N3,君の英語は上達したね。,Your English has really improved.
上等,じょうとう,superiority; first class; very good,N3,上等じゃないか！,Bring it on!
乗せる,のせる,to place on (something); to take on board; to give a ride,N3,バスは乗客を乗せるために止まった。,The bus stopped to take up passengers.
乗客,じょうきゃく,passenger,N3,乗客は何人ですか。,How many people are on board?
冗談,じょうだん,jest; joke,N3,冗談だろう！,You must be kidding!
城,しろ,castle,N3,あの城は美しい。,That castle is beautiful.
場,ば,place; field (physics),N3,場が白けた。,The party grew chilly.
場面,ばめん,scene; setting (e.g. of novel),N3,この場面は君が良くない。,You're wrong in this case.
常に,つねに,always; constantly,N3,火は常に危険だ。,Fire is always dangerous.
常識,じょうしき,common sense,N3,一般常識よ。,It's common knowledge.
情報,じょうほう,information; (military) intelligence,N3,彼は情報通だ。,He's a well-informed person.
条件,じょうけん,conditions; terms,N3,条件を決める。,I fix the terms.
状況,じょうきょう,state of affairs; situation; circumstances,N3,状況は最悪だ。,The situation is ugly.
状態,じょうたい,condition; situation; circumstances; state,N3,最高の状態ですね。,It's in peak condition.
譲る,ゆずる,to turn over; to assign; to hand over,N3,若者は老人に席を譲るべきだ。,The young should make room for the old.
植物,しょくぶつ,plant; vegetation,N3,植物が生える。,Plants grow.
職,しょく,employment,N3,辞職します。,I quit.
職業,しょくぎょう,occupation; business,N3,彼の職業は医師だ。,He is a doctor by profession.
触れる,ふれる,to touch; to be touched; to touch on a subject; to feel; to violate (law; copyright; etc.); to perceive; t,N3,手を触れるな。,Don't touch.
食う,くう,(male) (vulg) to eat,N3,大魚は小魚を食う。,The great fish eat the small.
食事,しょくじ,meal,N3,食事ですよ。,Dinner's ready.
食卓,しょくたく,dining table,N3,本は、食卓の上よ。,Your book is on the table.
食品,しょくひん,commodity; foodstuff,N3,自然食品は体によい。,Natural food will do you good.
食物,しょくもつ,food; foodstuff,N3,食物は豊富にある。,We have food in abundance.
食欲,しょくよく,appetite (for food),N3,彼は食欲旺盛だ。,He has a good appetite.
食料,しょくりょう,food,N3,食料の供給は十分だ。,There are abundant food supplies.
食糧,しょくりょう,provisions; rations,N3,食糧が尽きた。,We ran out of food.
尻,しり,buttocks; bottom,N3,彼は尻が重い。,He is lazy.
伸ばす,のばす,to lengthen; to stretch; to reach out; to grow (beard),N3,売り上げを伸ばすために懸命に働いた。,We worked hard so as to increase our sales.
伸びる,のびる,to stretch; to extend; to make progress; to grow (beard; body height),N3,夏には草がよく伸びる。,Grass is luxuriant in summer.
信じる,しんじる,to believe; to place trust in,N3,信じるとこよ。,I almost believe you.
信仰,しんこう,(religious) faith; belief; creed,N3,信仰は山をも動かす。,Faith can move mountains.
信号,しんごう,traffic lights; signal; semaphore,N3,信号は青だ。,The traffic signal is green.
信用,しんよう,confidence; dependence; credit; faith,N3,彼を信用するな。,Don't trust him.
信頼,しんらい,reliance; trust; confidence,N3,彼は信頼できる。,He can be trusted.
審判,しんぱん,refereeing; trial; judgement; umpire; referee,N3,審判の判定は絶対だ。,The judge's decision is final.
心臓,しんぞう,heart,N3,心臓に悪いな。,It's not good for my heart.
心配,しんぱい,worry; concern; anxiety; care,N3,心配するな。,Don't worry about it!
心理,しんり,mentality,N3,心理学は心の科学です。,Psychology is the science of the mind.
慎重,しんちょう,discretion; prudence,N3,彼は慎重な選手だ。,He is a careful player.
